sub_dir,model_name,N,file_name,is_satisfied,model_length_equals_N,sat_flag_in_file
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1416_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1488.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1488_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1491.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1491_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1492.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1492_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1498.txt,,False,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1498_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1522.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1522_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1530.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1530_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1556.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1556_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1578.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1578_RC2_fixed.cnf,,False,UNSATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1595.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1595_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1619.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1619_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1644.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1644_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1673.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1673_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1707.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1707_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1716.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1716_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1734.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1734_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1757.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1757_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1768.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1768_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1772.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1772_RC2_fixed.cnf,,False,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1778.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1778_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1797.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1797_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1849.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1849_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1862.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1862_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1877.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1877_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1882.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1882_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1898.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1898_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1904.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1904_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1909.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst1909_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst236.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst236_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst241.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst241_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst247.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst247_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst265.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst265_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst361.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst361_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst369.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst369_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst390.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst390_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst411.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst411_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst478.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst478_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst502.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst502_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst546.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst546_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst566.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst566_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst59.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst59_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst607.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst607_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst614.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst614_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst624.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst624_RC2_fixed.cnf,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst775.txt,False,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst775_RC2_fixed.cnf,True,True,SATISFIABLE
unsat_cnf_low_alpha_N_5_openai_prediction_o1_openai_prediction_chatgpt-4o-latest,chatgpt-4o-latest,5,cnf_k3_N5_L17_alpha3.5_inst802.txt,False,True,SATISFIABLE
